index,original,date,input,output
225,2262,2010,Arseniy Yatsenyuk holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
226,2269,2010,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> County Judge/Executive <extra_id_1>
227,2287,2010,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Minister of Corrections <extra_id_1>
228,2298,2010,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
229,2309,2010,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the State Council of the People's Republic of China <extra_id_1>
230,2320,2010,Karen Handel holds the position of <extra_id_0>.,<extra_id_0> Secretary of State of Georgia <extra_id_1>
231,2324,2010,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Health and Social Care <extra_id_1>
232,2335,2010,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
233,2344,2010,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
234,2355,2010,Kristina Keneally holds the position of <extra_id_0>.,<extra_id_0> Premier of New South Wales <extra_id_1>
235,2370,2010,Selina Meyer holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
236,2387,2010,Ruairi Quinn holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
237,2394,2010,Alistair Darling holds the position of <extra_id_0>.,<extra_id_0> Chancellor of the Exchequer <extra_id_1>
238,2398,2010,Pete Hoekstra holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
239,2404,2010,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
240,2419,2010,Muhyiddin Yassin holds the position of <extra_id_0>.,<extra_id_0> Minister of Education <extra_id_1>
241,2426,2010,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> delegate <extra_id_1>
242,2442,2010,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
243,2453,2010,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
244,2471,2010,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
245,2495,2010,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
246,2506,2010,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Hawaii <extra_id_1>
247,2527,2010,Malusi Gigaba holds the position of <extra_id_0>.,<extra_id_0> Minister of Public Enterprises <extra_id_1>
248,2536,2010,Damian Green holds the position of <extra_id_0>.,<extra_id_0> Minister of State for Immigration <extra_id_1>
249,2544,2010,Almazbek Atambayev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Kyrgyzstan <extra_id_1>
250,2555,2010,Trey Gowdy holds the position of <extra_id_0>.,<extra_id_0> solicitor <extra_id_1>
251,2570,2010,Joe Higgins holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
252,2577,2010,Lynne Featherstone holds the position of <extra_id_0>.,<extra_id_0> Minister for Women and Equalities <extra_id_1>
253,2588,2010,Mary Harney holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
254,2590,2010,"David Julian Richards, Baron Richards of Herstmonceux holds the position of <extra_id_0>.",<extra_id_0> Chief of the General Staff (United Kingdom) <extra_id_1>
255,2605,2010,Hubertus Leteng holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
256,2616,2010,Xavier Becerra holds the position of <extra_id_0>.,<extra_id_0> Democratic Caucus Vice Chairman of the United States House of Representatives <extra_id_1>
257,2627,2010,Phil Hogan holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
258,2638,2010,"Daniel M. Donovan, Jr. holds the position of <extra_id_0>.",<extra_id_0> New York County District Attorney <extra_id_1>
259,2663,2010,Abdrabbuh Mansour Hadi holds the position of <extra_id_0>.,<extra_id_0> Vice President of Yemen <extra_id_1>
260,2680,2010,Dermot Ahern holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
261,2682,2010,Tony Baldry holds the position of <extra_id_0>.,<extra_id_0> Church Commissioners <extra_id_1>
262,2688,2010,Gary Locke holds the position of <extra_id_0>.,<extra_id_0> United States Secretary of Commerce <extra_id_1>
263,2693,2010,Tabaré Vázquez holds the position of <extra_id_0>.,<extra_id_0> President of Uruguay <extra_id_1>
264,2716,2010,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the Republic of China <extra_id_1>
265,2725,2010,Wang Qishan holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the State Council of the People's Republic of China <extra_id_1>
266,2751,2010,Rodney L. Davis holds the position of <extra_id_0>.,<extra_id_0> congressional staff <extra_id_1>
267,2762,2010,Ivan Lewis holds the position of <extra_id_0>.,<extra_id_0> Minister of State for Foreign Affairs <extra_id_1>
268,2797,2010,Virginia Foxx holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
269,2830,2010,Édouard Philippe holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
270,2845,2010,Martin Cullen holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
271,2846,2010,Pál Schmitt holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
272,2879,2010,David McAllister holds the position of <extra_id_0>.,<extra_id_0> Minister-President of Lower Saxony <extra_id_1>
273,2890,2010,Dacian Cioloș holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Agriculture and Rural Development <extra_id_1>
274,2900,2010,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Assistant Commandant of the Marine Corps <extra_id_1>
275,2910,2010,Dominique Mamberti holds the position of <extra_id_0>.,<extra_id_0> Secretary for Relations with States <extra_id_1>
276,2924,2010,Naledi Pandor holds the position of <extra_id_0>.,<extra_id_0> Minister of Science and Technology <extra_id_1>
277,2935,2010,Desmond Swayne holds the position of <extra_id_0>.,<extra_id_0> Parliamentary Private Secretary to the Prime Minister <extra_id_1>
278,2943,2010,Nick Brown holds the position of <extra_id_0>.,<extra_id_0> Labour Chief Whip <extra_id_1>
279,2964,2010,Karel De Gucht holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Trade <extra_id_1>
280,2969,2010,Maroš Šefčovič holds the position of <extra_id_0>.,"<extra_id_0> European Commissioner for Education, Culture, Multilingualism and Youth <extra_id_1>"
281,2978,2010,Olav Fykse Tveit holds the position of <extra_id_0>.,<extra_id_0> general secretary <extra_id_1>
282,2989,2010,Volodymyr Lytvyn holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
283,2999,2010,Caroline Spelman holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Housing, Communities and Local Government <extra_id_1>"
284,3014,2010,Dawn Primarolo holds the position of <extra_id_0>.,<extra_id_0> Chairman of Ways and Means <extra_id_1>
285,3040,2010,Michael Spindelegger holds the position of <extra_id_0>.,<extra_id_0> Foreign Minister of Austria <extra_id_1>
286,3062,2010,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
287,3078,2010,Jon Trickett holds the position of <extra_id_0>.,<extra_id_0> Parliamentary Private Secretary to the Prime Minister <extra_id_1>
288,3084,2010,Maria Eagle holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Transport <extra_id_1>
289,3099,2010,Xavier Bettel holds the position of <extra_id_0>.,<extra_id_0> Échevin <extra_id_1>
290,3109,2010,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
291,3135,2010,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Southampton <extra_id_1>
292,3160,2010,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> Supreme director <extra_id_1>
293,3189,2010,Craig Emerson holds the position of <extra_id_0>.,<extra_id_0> Minister for Trade <extra_id_1>
294,3212,2010,Jutta Urpilainen holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
295,3217,2010,Petr Nečas holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
296,3236,2010,Zsolt Borkai holds the position of <extra_id_0>.,<extra_id_0> vice president <extra_id_1>
297,3283,2010,Charles Shor holds the position of <extra_id_0>.,<extra_id_0> président-directeur général <extra_id_1>
298,3298,2010,Michel Spiro holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
299,3303,2010,Brendan Smith holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
300,3314,2010,David Dabede Mabuza holds the position of <extra_id_0>.,<extra_id_0> Premier of Mpumalanga <extra_id_1>
301,3329,2010,Donna Christian-Christensen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
302,3345,2010,Arayik Harutyunyan holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Artsakh <extra_id_1>
303,3362,2010,Nik Stauskas attended <extra_id_0>.,<extra_id_0> South Kent School <extra_id_1>
304,3367,2010,Katie Ledecky attended <extra_id_0>.,<extra_id_0> Stone Ridge School of the Sacred Heart <extra_id_1>
305,3378,2010,Baker Mayfield attended <extra_id_0>.,<extra_id_0> Lake Travis High School <extra_id_1>
306,3389,2010,Jiankui He attended <extra_id_0>.,<extra_id_0> Rice University <extra_id_1>
307,3392,2010,Jae Crowder attended <extra_id_0>.,<extra_id_0> Howard College <extra_id_1>
308,3400,2010,Marco Gonzales attended <extra_id_0>.,<extra_id_0> Rocky Mountain High School <extra_id_1>
309,3404,2010,Johnathan Williams attended <extra_id_0>.,<extra_id_0> Southwind High School <extra_id_1>
310,3413,2010,Frank Kaminsky attended <extra_id_0>.,<extra_id_0> Benet Academy <extra_id_1>
311,3424,2010,Jazmin Grace Grimaldi attended <extra_id_0>.,<extra_id_0> Fordham University <extra_id_1>
312,3429,2010,Mike Gallagher attended <extra_id_0>.,<extra_id_0> National Intelligence University <extra_id_1>
313,3435,2010,Jevon Carter attended <extra_id_0>.,<extra_id_0> Proviso East High School <extra_id_1>
314,3446,2010,Jeffrey Mark Deskovic attended <extra_id_0>.,<extra_id_0> John Jay College of Criminal Justice <extra_id_1>
315,3460,2010,Thomas Walkup attended <extra_id_0>.,<extra_id_0> Deer Park High School <extra_id_1>
316,3467,2010,Killian Tillie attended <extra_id_0>.,<extra_id_0> INSEP <extra_id_1>
317,3483,2010,Luke Falk attended <extra_id_0>.,<extra_id_0> Oaks Christian School <extra_id_1>
318,3498,2010,Vianney attended <extra_id_0>.,<extra_id_0> PSB Paris School of Business <extra_id_1>
319,3503,2010,Tiffany Trump attended <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
320,3522,2010,Fletcher Magee attended <extra_id_0>.,<extra_id_0> The First Academy <extra_id_1>
321,3533,2010,Grant Williams attended <extra_id_0>.,<extra_id_0> Providence Day School <extra_id_1>
322,3544,2010,Derek Willis attended <extra_id_0>.,<extra_id_0> Bullitt East High School <extra_id_1>
323,3552,2010,Andrew Donlin attended <extra_id_0>.,<extra_id_0> Wayzata High School <extra_id_1>
324,3558,2010,Kylie Moore-Gilbert attended <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
325,3566,2010,Ayman Rashdan Wong attended <extra_id_0>.,<extra_id_0> National University of Malaysia <extra_id_1>
326,3574,2010,Felix Finkbeiner attended <extra_id_0>.,"<extra_id_0> School of Oriental and African Studies, University of London <extra_id_1>"
327,3585,2010,Mireia Vehí i Cantenys attended <extra_id_0>.,<extra_id_0> Pompeu Fabra University <extra_id_1>
328,3587,2010,Anna Júlia Donáth attended <extra_id_0>.,<extra_id_0> Eötvös Loránd University <extra_id_1>
329,3590,2010,Clayton Custer attended <extra_id_0>.,<extra_id_0> Blue Valley Northwest High School <extra_id_1>
330,3606,2010,S. Olvah Alhamid attended <extra_id_0>.,<extra_id_0> University of Groningen <extra_id_1>
331,3610,2010,Katalin Cseh attended <extra_id_0>.,<extra_id_0> Semmelweis University <extra_id_1>
332,3619,2010,Scotty Walden attended <extra_id_0>.,<extra_id_0> Hardin–Simmons University <extra_id_1>
333,3627,2010,Megan Walker attended <extra_id_0>.,<extra_id_0> Monacan High School <extra_id_1>
334,3638,2010,Jayson Musson attended <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
335,3640,2010,Elina Netšajeva attended <extra_id_0>.,<extra_id_0> Estonian Academy of Music and Theatre <extra_id_1>
336,3670,2010,Louise Coldefy attended <extra_id_0>.,<extra_id_0> Cours Florent <extra_id_1>
337,3681,2010,Alexandre Benalla attended <extra_id_0>.,<extra_id_0> University of Rouen <extra_id_1>
338,3686,2010,Brielle Biermann attended <extra_id_0>.,<extra_id_0> Cambridge High School <extra_id_1>
339,3697,2010,<extra_id_0> is the chair of bp.,<extra_id_0> Carl-Henric Svanberg <extra_id_1>
340,3708,2010,<extra_id_0> is the chair of Republican Party.,<extra_id_0> Michael Steele <extra_id_1>
341,3727,2010,<extra_id_0> is the chair of Democratic Party.,<extra_id_0> Rosy Bindi <extra_id_1>
342,3738,2010,<extra_id_0> is the chair of Sainsbury's.,<extra_id_0> Justin King <extra_id_1>
343,3745,2010,<extra_id_0> is the chair of National Rally.,<extra_id_0> Jean-Marie Le Pen <extra_id_1>
344,3756,2010,<extra_id_0> is the chair of Swansea City A.F.C..,<extra_id_0> Huw Jenkins <extra_id_1>
345,3767,2010,<extra_id_0> is the chair of Libertarian Party.,<extra_id_0> Bill Redpath <extra_id_1>
346,3778,2010,<extra_id_0> is the chair of Anti-Defamation League.,<extra_id_0> Abraham Foxman <extra_id_1>
347,3789,2010,<extra_id_0> is the chair of International Olympic Committee.,<extra_id_0> Jacques Rogge <extra_id_1>
348,3800,2010,<extra_id_0> is the chair of HSBC.,<extra_id_0> Douglas Flint <extra_id_1>
349,3828,2010,<extra_id_0> is the chair of Scottish Parliament.,<extra_id_0> Alex Fergusson <extra_id_1>
350,3839,2010,<extra_id_0> is the chair of Aston Villa F.C..,<extra_id_0> Xia Jiantong <extra_id_1>
351,3850,2010,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Olegario Vázquez Raña <extra_id_1>
352,3861,2010,<extra_id_0> is the chair of Finns Party.,<extra_id_0> Timo Soini <extra_id_1>
353,3872,2010,<extra_id_0> is the chair of Unilever.,<extra_id_0> Michael Treschow <extra_id_1>
354,3882,2010,<extra_id_0> is the chair of Organisation of Islamic Cooperation.,<extra_id_0> Ekmeleddin İhsanoğlu <extra_id_1>
355,3893,2010,<extra_id_0> is the chair of NatWest Group.,<extra_id_0> Sir Philip Hampton <extra_id_1>
356,3914,2010,<extra_id_0> is the chair of Lloyds Banking Group.,<extra_id_0> Winfried Bischoff <extra_id_1>
357,3931,2010,<extra_id_0> is the chair of Democratic Progressive Party.,<extra_id_0> Tsai Ing-wen <extra_id_1>
358,3956,2010,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Wendy Hall <extra_id_1>
359,3966,2010,<extra_id_0> is the chair of French National Assembly.,<extra_id_0> Bernard Accoyer <extra_id_1>
360,3977,2010,<extra_id_0> is the chair of Knesset.,<extra_id_0> Reuven Rivlin <extra_id_1>
361,3992,2010,<extra_id_0> is the chair of Estonian Centre Party.,<extra_id_0> Edgar Savisaar <extra_id_1>
362,4003,2010,<extra_id_0> is the chair of Folketing.,<extra_id_0> Thor Pedersen <extra_id_1>
363,4014,2010,<extra_id_0> is the chair of Danish People's Party.,<extra_id_0> Pia Kjærsgaard <extra_id_1>
364,4034,2010,<extra_id_0> is the chair of Green Party.,<extra_id_0> Maria Wetterstrand <extra_id_1>
365,4052,2010,<extra_id_0> is the chair of Federation of Expellees.,<extra_id_0> Erika Steinbach <extra_id_1>
366,4063,2010,<extra_id_0> is the chair of European Bank for Reconstruction and Development.,<extra_id_0> Thomas Mirow <extra_id_1>
367,4089,2010,<extra_id_0> is the chair of RCD Mallorca.,<extra_id_0> Josep Maria Pons Irazazábal <extra_id_1>
368,4115,2010,<extra_id_0> is the chair of Democratic Convergence of Catalonia.,<extra_id_0> Jordi Pujol <extra_id_1>
369,4131,2010,<extra_id_0> is the chair of Y Combinator.,<extra_id_0> Paul Graham <extra_id_1>
370,4142,2010,<extra_id_0> is the chair of Group Centrist Union.,<extra_id_0> Nicolas About <extra_id_1>
371,4148,2010,<extra_id_0> is the chair of Kyoto University.,<extra_id_0> Hiroshi Matsumoto <extra_id_1>
372,4159,2010,<extra_id_0> is the chair of Economic Community of West African States.,<extra_id_0> Umaru Musa Yar'Adua <extra_id_1>
373,4170,2010,<extra_id_0> is the chair of Christian Social People's Party.,<extra_id_0> Michel Wolter <extra_id_1>
374,4187,2010,<extra_id_0> is the chair of Chamber of Deputies.,<extra_id_0> Laurent Mosar <extra_id_1>
375,4203,2010,<extra_id_0> is the chair of Financial Stability Board.,<extra_id_0> Mario Draghi <extra_id_1>
376,4214,2010,<extra_id_0> is the chair of Landtag of Bavaria.,<extra_id_0> Barbara Stamm <extra_id_1>
377,4246,2010,<extra_id_0> is the chair of Ministry of Economy and Finance.,<extra_id_0> Yoon Jeung-hyun <extra_id_1>
378,4255,2010,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
379,4266,2010,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
380,4277,2010,<extra_id_0> is the chair of Lega Lombarda.,<extra_id_0> Roberto Castelli <extra_id_1>
381,4288,2010,<extra_id_0> is the chair of Protezione Civile.,<extra_id_0> Guido Bertolaso <extra_id_1>
382,4299,2010,<extra_id_0> is the chair of Party of Italian Communists.,<extra_id_0> Antonino Cuffaro <extra_id_1>
383,4304,2010,<extra_id_0> is the chair of European Movement International.,<extra_id_0> Pat Cox <extra_id_1>
384,4315,2010,<extra_id_0> is the chair of Roman Catholic Archdiocese of Kingston.,<extra_id_0> Brendan O'Brien <extra_id_1>
385,4326,2010,<extra_id_0> is the chair of Alliance of Liberals and Democrats for Europe Party.,<extra_id_0> Annemie Neyts-Uyttebroeck <extra_id_1>
386,4337,2010,"<extra_id_0> is the chair of Ministry of Culture, Sports and Tourism.",<extra_id_0> Yu In-chon <extra_id_1>
387,4347,2010,<extra_id_0> is the chair of Òmnium Cultural.,<extra_id_0> Muriel Casals <extra_id_1>
388,4358,2010,<extra_id_0> is the chair of National Society of Film Critics.,<extra_id_0> David Sterritt <extra_id_1>
389,4375,2010,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Yuriy Lutsenko <extra_id_1>
390,4394,2010,<extra_id_0> is the chair of Atlantik-Brücke.,<extra_id_0> Friedrich Merz <extra_id_1>
391,4426,2010,<extra_id_0> is the chair of Public Affairs.,<extra_id_0> Radek John <extra_id_1>
392,4441,2010,<extra_id_0> is the chair of Saxon academy of arts.,<extra_id_0> Udo Zimmermann <extra_id_1>
393,4452,2010,<extra_id_0> is the chair of Drasi.,<extra_id_0> Stefanos Manos <extra_id_1>
394,4463,2010,<extra_id_0> is the chair of Association for Symbolic Logic.,<extra_id_0> Penelope Maddy <extra_id_1>
395,4470,2010,<extra_id_0> is the chair of Andrew W. Mellon Foundation.,<extra_id_0> Don Michael Randel <extra_id_1>
396,4485,2010,<extra_id_0> is the chair of CDU Baden-Württemberg.,<extra_id_0> Stefan Mappus <extra_id_1>
397,4496,2010,"<extra_id_0> is the chair of Embassy of Ukraine, London.",<extra_id_0> Ihor Kharchenko <extra_id_1>
398,4507,2010,<extra_id_0> is the chair of Russian Olympic Committee.,<extra_id_0> Leonid Tyagachev <extra_id_1>
399,4516,2010,"<extra_id_0> is the chair of Embassy of Ukraine, Ottawa.",<extra_id_0> Ihor Ostash <extra_id_1>
400,4546,2010,<extra_id_0> is the chair of Société des amis du Louvre.,<extra_id_0> Marc Fumaroli <extra_id_1>
401,4560,2010,<extra_id_0> is the chair of Bordeaux Montaigne University.,<extra_id_0> Patrice Brun <extra_id_1>
402,4568,2010,<extra_id_0> is the chair of Likud Central Committee.,<extra_id_0> Moshe Kahlon <extra_id_1>
403,4587,2010,Muhammadu Buhari is a member of the <extra_id_0>.,<extra_id_0> Congress for Progressive Change <extra_id_1>
404,4598,2010,Rocky Anderson is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
405,4609,2010,Kim Davis is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
406,4620,2010,Moshe Feiglin is a member of the <extra_id_0>.,<extra_id_0> Likud <extra_id_1>
407,4631,2010,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> New Democratic Front <extra_id_1>
408,4642,2010,Bill Weld is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
409,4653,2010,Jim Prentice is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Canada <extra_id_1>
410,4660,2010,Cory Bernardi is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
411,4670,2010,Louka Katseli is a member of the <extra_id_0>.,<extra_id_0> Panhellenic Socialist Movement <extra_id_1>
412,4676,2010,Omarosa Manigault Newman is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
413,4687,2010,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
414,4698,2010,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Green Party <extra_id_1>
415,4708,2010,Richard Painter is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
416,4719,2010,Per Sandberg is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
417,4730,2010,Svitlana Zalishchuk is a member of the <extra_id_0>.,<extra_id_0> European Solidarity <extra_id_1>
418,4741,2010,Jim Justice is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
419,4752,2010,Adonis Georgiades is a member of the <extra_id_0>.,<extra_id_0> Popular Orthodox Rally <extra_id_1>
420,4763,2010,Jacques Boutault is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
421,4774,2010,Sam Gyimah is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
422,4785,2010,Roberts Zīle is a member of the <extra_id_0>.,<extra_id_0> For Fatherland and Freedom/LNNK <extra_id_1>
423,4796,2010,Benoît Hamon is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
424,4807,2010,Sylvie Goulard is a member of the <extra_id_0>.,<extra_id_0> Democratic Movement <extra_id_1>
425,4818,2010,Craig Mackinlay is a member of the <extra_id_0>.,<extra_id_0> UK Independence Party <extra_id_1>
426,4829,2010,Alexandre del Valle is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
427,4832,2010,Tendai Biti is a member of the <extra_id_0>.,<extra_id_0> Movement for Democratic Change – Tsvangirai <extra_id_1>
428,4840,2010,Édouard Philippe is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
429,4849,2010,Mark Reckless is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
430,4859,2010,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Country Liberal Party <extra_id_1>
431,4868,2010,Carlo Giovanardi is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
432,4887,2010,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Dravida Munnetra Kazhagam <extra_id_1>
433,4898,2010,Heidi Allen is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
434,4909,2010,Y. S. Jaganmohan Reddy is a member of the <extra_id_0>.,<extra_id_0> Indian National Congress <extra_id_1>
